"ratingHistogram/count1","ratingHistogram/count2","ratingHistogram/count3","ratingHistogram/count4","ratingHistogram/count5","menuWebUrl","webUrl","description","hours","hours/timezone","hours/weekRanges/0/0/close","hours/weekRanges/0/0/open","hours/weekRanges/0/1/close","hours/weekRanges/0/1/open","hours/weekRanges/0/2/close","hours/weekRanges/0/2/open","hours/weekRanges/1/0/close","hours/weekRanges/1/0/open","hours/weekRanges/1/1/close","hours/weekRanges/1/1/open","hours/weekRanges/1/2/close","hours/weekRanges/1/2/open","hours/weekRanges/2/0/close","hours/weekRanges/2/0/open","hours/weekRanges/2/1/close","hours/weekRanges/2/1/open","hours/weekRanges/2/2/close","hours/weekRanges/2/2/open","hours/weekRanges/3/0/close","hours/weekRanges/3/0/open","hours/weekRanges/3/1/close","hours/weekRanges/3/1/open","hours/weekRanges/3/2/close","hours/weekRanges/3/2/open","hours/weekRanges/4/0/close","hours/weekRanges/4/0/open","hours/weekRanges/4/1/close","hours/weekRanges/4/1/open","hours/weekRanges/4/2/close","hours/weekRanges/4/2/open","hours/weekRanges/5/0/close","hours/weekRanges/5/0/open","hours/weekRanges/5/1/close","hours/weekRanges/5/1/open","hours/weekRanges/5/2/close","hours/weekRanges/5/2/open","hours/weekRanges/6/0/close","hours/weekRanges/6/0/open","hours/weekRanges/6/1/close","hours/weekRanges/6/1/open","hours/weekRanges/6/2/close","hours/weekRanges/6/2/open","rawRanking","latitude","features/0","features/1","features/2","features/3","features/4","features/5","features/6","features/7","features/8","features/9","features/10","features/11","features/12","features/13","features/14","features/15","features/16","features/17","features/18","features/19","ancestorLocations/0/abbreviation","ancestorLocations/0/id","ancestorLocations/0/name","ancestorLocations/0/subcategory","ancestorLocations/1/abbreviation","ancestorLocations/1/id","ancestorLocations/1/name","ancestorLocations/1/subcategory","ancestorLocations/2/abbreviation","ancestorLocations/2/id","ancestorLocations/2/name","ancestorLocations/2/subcategory","mealTypes/0","mealTypes/1","mealTypes/2","mealTypes/3","mealTypes/4","mealTypes/5","cuisines/0","cuisines/1","cuisines/2","cuisines/3","cuisines/4","cuisines/5","cuisines/6","cuisines/7","cuisines/8","cuisines/9","cuisines/10","cuisines/11","cuisines/12","cuisines/13","cuisines/14","dishes/0","dishes/1","dishes/2","dishes/3","dishes/4","dishes/5","dishes/6","dishes/7","dishes/8","dishes/9","dishes/10","dishes/11","dishes/12","dishes/13","dishes/14","dishes/15","dishes/16","dishes/17","dishes/18","dishes/19","dishes/20","dishes/21","dishes/22","ownersTopReasons","ownersTopReasons/sectionHeader","ownersTopReasons/sponsoredBy","ownersTopReasons/topReasons/0/header","ownersTopReasons/topReasons/0/image_url","ownersTopReasons/topReasons/0/isSearchTerm","ownersTopReasons/topReasons/0/keyword","ownersTopReasons/topReasons/0/linkText","ownersTopReasons/topReasons/0/rank","ownersTopReasons/topReasons/0/review","ownersTopReasons/topReasons/0/review/rating","ownersTopReasons/topReasons/0/review/reviewId","ownersTopReasons/topReasons/0/review/screenName","ownersTopReasons/topReasons/0/text","ownersTopReasons/topReasons/1/header","ownersTopReasons/topReasons/1/image_url","ownersTopReasons/topReasons/1/isSearchTerm","ownersTopReasons/topReasons/1/keyword","ownersTopReasons/topReasons/1/linkText","ownersTopReasons/topReasons/1/rank","ownersTopReasons/topReasons/1/review","ownersTopReasons/topReasons/1/review/rating","ownersTopReasons/topReasons/1/review/reviewId","ownersTopReasons/topReasons/1/review/screenName","ownersTopReasons/topReasons/1/text","ownersTopReasons/topReasons/2/header","ownersTopReasons/topReasons/2/image_url","ownersTopReasons/topReasons/2/isSearchTerm","ownersTopReasons/topReasons/2/keyword","ownersTopReasons/topReasons/2/linkText","ownersTopReasons/topReasons/2/rank","ownersTopReasons/topReasons/2/review","ownersTopReasons/topReasons/2/review/rating","ownersTopReasons/topReasons/2/review/reviewId","ownersTopReasons/topReasons/2/review/screenName","ownersTopReasons/topReasons/2/text","category","addressObj/city","addressObj/country","addressObj/postalcode","addressObj/state","addressObj/street1","addressObj/street2","website","dietaryRestrictions/0","dietaryRestrictions/1","dietaryRestrictions/2","dietaryRestrictions/3","dietaryRestrictions/4","dietaryRestrictions/5","type","image","rankingDenominator","localAddress","phone","isLongClosed","rankingPosition","rankingString","priceRange","photoCount","address","name","isClosed","establishmentTypes/0","establishmentTypes/1","establishmentTypes/2","numberOfReviews","email","longitude","neighborhoodLocations/0/id","neighborhoodLocations/0/name","locationString","priceLevel","subcategories/0","rating","localName","openNowText","id"
"0","0","0","0","105","https://www.jakoni.co.ke/menu","https://www.tripadvisor.com/Restaurant_Review-g294207-d23640331-Reviews-Jakoni-Nairobi.html","Come enjoy Jakoni restaurant with your family and friends! We offer breakfast, lunch and dinner and, to start or end your night with, some delicious cocktails! We provide the best chicken meals in town but we also have enough delicious vegetarian options!",,"Africa/Nairobi","1320","480",,,,,"1320","480",,,,,"1320","480",,,,,"1320","480",,,,,"1320","480",,,,,"1320","480",,,,,"1320","480",,,,,"4.855213165283203","-1.299698","Wine and Beer","Family style",,,,,,,,,,,,,,,,,,,,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,,,,"Breakfast","Lunch","Dinner","Drinks",,,"International",,,,,,,,,,,,,,,"Burger",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"restaurant","Nairobi","Kenya",,,"Lexo Energy Prestige, Ngong Road",,"http://jakoni.co.ke","Breakfast","Lunch","Dinner","Drinks",,,"RESTAURANT","https://media-cdn.tripadvisor.com/media/photo-o/21/60/07/53/balcony.jpg","833",,"+254 114 757601","false","4","#4 of 1,048 places to eat in Nairobi","KES 148","81","Lexo Energy Prestige, Ngong Road, Nairobi Kenya","Jakoni","false","Restaurants",,,"105",,"36.795124",,,"Nairobi","$","Sit down","5","","Closed Now","23640331"
"3","1","13","45","35","https://www.artcaffe.co.ke/menu/","https://www.tripadvisor.com/Restaurant_Review-g12559418-d13784633-Reviews-Artcaffe-Karen_Nairobi.html",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3.5947744846343994","-1.319581","Takeout","Reservations","Seating","Serves Alcohol","Table Service",,,,,,,,,,,,,,,,,"12559418","Karen","City",,"294207","Nairobi","Municipality",,"294206","Kenya","Country","Breakfast","Lunch","Brunch","Dinner",,,"Cafe","Vegetarian Friendly","Vegan Options",,,,,,,,,,,,,"Burger","Salad",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"restaurant","Karen","Kenya",,,"Dagoretti Road","The Hub Shopping Mall","https://www.artcaffe.co.ke/the-hub/","Breakfast","Lunch","Brunch","Dinner",,,"RESTAURANT","https://media-cdn.tripadvisor.com/media/photo-m/1280/13/58/22/02/garlic-bread.jpg","22",,"+254 790 124892","false","4","#4 of 29 places to eat in Karen",,"41","Dagoretti Road The Hub Shopping Mall, Karen, Nairobi Kenya","Artcaffe","false","Restaurants",,,"97",,"36.70429",,,"Karen, Nairobi","$$ - $$$",,"4","",,"13784633"
"4","4","6","20","21",,"https://www.tripadvisor.com/Restaurant_Review-g294207-d3946911-Reviews-Makutano_Grill-Nairobi.html",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3.2321643829345703","-1.353117","Outdoor Seating","Seating","Wheelchair Accessible","Table Service","Serves Alcohol",,,,,,,,,,,,,,,,,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,,,,"Lunch",,,,,,"African","Vegetarian Friendly",,,,,,,,,,,,,,"Crab","Curry","Fish",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"restaurant","Nairobi","Kenya",,,"Bogani East Road","Off Langata South Road","http://www.facebook.com/malemadlenee","Lunch",,,,,,"RESTAURANT","https://media-cdn.tripadvisor.com/media/photo-o/09/b4/40/8d/makutano-grill.jpg","832",,"+254 20 3884485","false","198","#198 of 1,048 places to eat in Nairobi",,"26","Bogani East Road Off Langata South Road, Nairobi Kenya","Makutano Grill","false","Restaurants",,,"55",,"36.75019",,,"Nairobi","$$ - $$$","Sit down","4","",,"3946911"
"0","0","0","0","1",,"https://www.tripadvisor.com/Restaurant_Review-g294207-d25392730-Reviews-Claypot_Restaurant_Kenya-Nairobi.html","We are an Indian and African cuisine restaurant connecting intense flavours of Asia and Africa with the community through culinary traditions and culture.",,"Africa/Nairobi","1380","480",,,,,"1380","480",,,,,"1380","480",,,,,"1380","480",,,,,"1380","480",,,,,"1380","480",,,,,"1380","480",,,,,"3.0435574054718018","-1.338771","Delivery","Outdoor Seating","Buffet","Private Dining","Parking Available","Serves Alcohol","Wine and Beer","Accepts Visa","Digital Payments","Free Wifi","Accepts Credit Cards","Jazz Bar",,,,,,,,,,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,,,,"Breakfast","Lunch","Dinner","Brunch","Late Night","Drinks","American","Indian","African","European","Asian",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"restaurant","Nairobi","Kenya",,,"Kazuri Beads next to Karen Green","Langata Road Karen Area","http://www.claypotkenya.com","Breakfast","Lunch","Dinner","Brunch","Late Night","Drinks","RESTAURANT","https://media-cdn.tripadvisor.com/media/photo-o/28/a9/fa/ca/visit-us-or-contact-us.jpg","833",,"+254 777 222260","false","561","#561 of 1,048 places to eat in Nairobi",,"15","Kazuri Beads next to Karen Green Langata Road Karen Area, Nairobi Kenya","Claypot Restaurant Kenya","false","Restaurants",,,"1","claypotrestaurantkenya@gmail.com","36.735622",,,"Nairobi",,,"5","","Closes in 14 min","25392730"
"6","1","4","14","70","https://laterrazzarestaurant.co.ke/index.php/https-laterrazzarestaurant-co-ke-wp-content-uploads-2021-01-food-menu-2021-pdffood-menu/","https://www.tripadvisor.com/Restaurant_Review-g294207-d15360946-Reviews-La_Terrazza_Italian_Restaurant_Lounge_Art_Gallery-Nairobi.html","La Terrazza Italian Restaurant, Lounge & Art Gallery is located at The Greenhouse along Ngong Road, 4th Floor Suite-1. Nairobi Kenya.",,"Africa/Nairobi","1350","720",,,,,"1350","720",,,,,"1350","720",,,,,"1350","720",,,,,"1350","720",,,,,"1350","720",,,,,"1350","720",,,,,"3.627865791320801","-1.300277","Takeout","Reservations","Seating","Highchairs Available","Serves Alcohol","Full Bar","Accepts Credit Cards",,,,,,,,,,,,,,,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,,,,"Lunch","Dinner","Drinks",,,,"Italian","Pizza","Mediterranean","European","Neapolitan","Campania","Tuscan","Romana","Lazio","Sicilian","Central-Italian","Southern-Italian","Vegetarian Friendly","Vegan Options","Gluten Free Options","Pasta","Pesto","Fish",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"restaurant","Nairobi","Kenya","00505",,"Ngong Road","Green House Mall, 4th floor Suite 1, West Wing","http://laterrazzarestaurant.co.ke/","Lunch","Dinner","Drinks",,,,"RESTAURANT","https://media-cdn.tripadvisor.com/media/photo-m/1280/16/39/be/36/charming-and-sophisticated.jpg","833",,"+254 703 440486","false","69","#69 of 1,048 places to eat in Nairobi","KES 1,482 - KES 7,412","79","Ngong Road Green House Mall, 4th floor Suite 1, West Wing, Nairobi 00505 Kenya","La Terrazza Italian Restaurant, Lounge & Art Gallery","false","Restaurants",,,"95","laterrazzanrb@gmail.com","36.781536",,,"Nairobi","$$ - $$$","Sit down","4.5","","Closed Now","15360946"
"0","0","1","5","1",,"https://www.tripadvisor.com/Restaurant_Review-g294207-d21226367-Reviews-Emara_Ole_Sereni_Pool_Bar-Nairobi.html",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3.111691474914551","-1.309135",,,,,,,,,,,,,,,,,,,,,,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,,,,,,,,,,"International","Barbecue","Asian","Grill","Healthy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"restaurant","Nairobi","Kenya","00100",,"Southern Bypass, Just Before Ole Sereni Hotel.",,,,,,,,,"RESTAURANT","https://media-cdn.tripadvisor.com/media/photo-m/1280/1d/12/8e/6f/view-on-the-nairobi-national.jpg","833",,,"false","346","#346 of 1,048 places to eat in Nairobi",,"13","Southern Bypass, Just Before Ole Sereni Hotel., Nairobi 00100 Kenya","Emara Ole Sereni Pool Bar","false","Restaurants",,,"7",,"36.729378",,,"Nairobi","$$ - $$$",,"4","",,"21226367"
"0","0","0","0","3",,"https://www.tripadvisor.com/Restaurant_Review-g294207-d24859932-Reviews-Restaurant_at_Fair_Acres_Boutique_Hotel-Nairobi.html",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3.0740861892700195","-1.340738",,,,,,,,,,,,,,,,,,,,,,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"restaurant","Nairobi","Kenya","00208",,"Fair Acres Rd",,"https://www.fairacres-nairobi.co.ke/dining/",,,,,,,"RESTAURANT",,"833",,"+254 727 729202","false","443","#443 of 1,048 places to eat in Nairobi",,"0","Fair Acres Rd, Nairobi 00208 Kenya","Restaurant at Fair Acres Boutique Hotel","false","Restaurants",,,"3","reservations@fairacres-nairobi.co.ke","36.737133",,,"Nairobi",,,"5","",,"24859932"
"6","2","2","9","49",,"https://www.tripadvisor.com/Restaurant_Review-g12559418-d23441650-Reviews-Matteo_s_Italian_Restaurant_Bar-Karen_Nairobi.html","As a family run Italian Restaurant we are serving  artisan Pizza and traditional Italian dishes in a lush tropical garden setting.
Experience the taste of Italy in the heart of Karen, Nairobi.",,"Africa/Nairobi","1350","660",,,,,"1350","660",,,,,"1350","660",,,,,"1350","660",,,,,"1350","660",,,,,"1350","660",,,,,"1350","660",,,,,"3.599468469619751","-1.316298","Delivery","Takeout","Private Dining","Parking Available","Highchairs Available","Wheelchair Accessible","Serves Alcohol","Accepts Mastercard","Accepts Visa","Digital Payments","Free Wifi","Accepts Credit Cards","Live Music","Dog Friendly","Family style",,,,,,,"12559418","Karen","City",,"294207","Nairobi","Municipality",,"294206","Kenya","Country","Lunch","Dinner","Drinks",,,,"Italian","Pizza","Lazio","Central-Italian",,,,,,,,,,,,"Pasta","Pesto",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"restaurant","Karen","Kenya",,,"Ngong Road","Karen Road Junction","https://www.facebook.com/matteos.restaurant.karen.nairobi","Lunch","Dinner","Drinks",,,,"RESTAURANT","https://media-cdn.tripadvisor.com/media/photo-m/1280/2a/3a/2a/a2/indulge-in-the-perfect.jpg","22",,"+254 110 098333","false","3","#3 of 29 places to eat in Karen",,"55","Ngong Road Karen Road Junction, Karen, Nairobi Kenya","Matteo's Italian Restaurant & Bar","false","Restaurants",,,"68","hello@matteos.co.ke","36.717045",,,"Karen, Nairobi",,,"4.5","","Closed Now","23441650"
"0","0","0","15","23",,"https://www.tripadvisor.com/Restaurant_Review-g294207-d9560794-Reviews-Sakinas_Bbq-Nairobi.html","Where you’ll find authentic Indian cuisine, plus local delights, all served in “ THE little restaurant “ . So if you’re craving good old-fashioned favorites from the tandoor and zesty curries brought to life by a plethora of spices from the recipes of our grandmothers ...!",,"Africa/Nairobi","1320","540",,,,,"1260","540",,,,,"1260","540",,,,,"1260","540",,,,,"1260","540",,,,,"1290","540",,,,,"1320","540",,,,,"3.4762086868286133","-1.364428","Delivery","Takeout","Reservations","Wheelchair Accessible","Seating",,,,,,,,,,,,,,,,,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,,,,"Lunch","Dinner",,,,,"Indian","Barbecue","Vegan Options","Vegetarian Friendly","Halal",,,,,,,,,,,"Wings",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"restaurant","Nairobi","Kenya",,,"Kipevu Road","Off Langata South Road Near Banda School Karen",,"Lunch","Dinner",,,,,"RESTAURANT","https://media-cdn.tripadvisor.com/media/photo-o/10/7e/4c/b4/bohri-culture-and-cuisine.jpg","833",,"+254 733 851928","false","103","#103 of 1,048 places to eat in Nairobi","KES 14,824 - KES 222,354","23","Kipevu Road Off Langata South Road Near Banda School Karen, Nairobi Kenya","Sakinas Bbq","false","Restaurants",,,"38",,"36.755703",,,"Nairobi","$$ - $$$","Café","4.5","","Closed Now","9560794"
"1","0","1","8","14",,"https://www.tripadvisor.com/Restaurant_Review-g294207-d5988078-Reviews-Dae_Jang_Geum-Nairobi.html",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3.229800224304199","-1.30822","Seating","Takeout","Reservations","Table Service",,,,,,,,,,,,,,,,,,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,,,,"Dinner","Lunch",,,,,"Asian","Korean","Vegetarian Friendly",,,,,,,,,,,,,"Pork",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"restaurant","Nairobi","Kenya",,,"Ndemi Road Off Ngong Road",,,"Dinner","Lunch",,,,,"RESTAURANT","https://media-cdn.tripadvisor.com/media/photo-o/0b/1a/b7/42/october-2015-a-serving.jpg","833",,"+254 707 369355","false","200","#200 of 1,048 places to eat in Nairobi",,"21","Ndemi Road Off Ngong Road, Nairobi Kenya","Dae Jang Geum","false","Restaurants",,,"24",,"36.73304",,,"Nairobi","$$ - $$$","Sit down","4.5","",,"5988078"
"11","11","28","65","103",,"https://www.tripadvisor.com/Restaurant_Review-g294207-d1945635-Reviews-La_Salumeria-Nairobi.html","
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3.5545847415924072","-1.291389","Takeout","Reservations","Outdoor Seating","Seating","Highchairs Available","Wheelchair Accessible","Serves Alcohol","Full Bar",,,,,,,,,,,,,,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,,,,"Lunch","Dinner","Late Night",,,,"Italian","Pizza","European","Vegetarian Friendly",,,,,,,,,,,,"Lasagne","Salad","Tiramisu","Beef","Pesto","Fish",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"restaurant","Nairobi","Kenya","",,"Dhajay Apartments-Valley Arcade","Valley arcade Shopping Centre","http://www.lasalumeria.co.ke","Lunch","Dinner","Late Night",,,,"RESTAURANT","https://media-cdn.tripadvisor.com/media/photo-m/1280/19/d4/5e/6c/white-linen.jpg","833",,"+254 796 088520","false","83","#83 of 1,048 places to eat in Nairobi",,"34","Dhajay Apartments-Valley Arcade Valley arcade Shopping Centre, Nairobi Kenya","La Salumeria","false","Restaurants",,,"218",,"36.770332",,,"Nairobi","$$ - $$$","Sit down","4","",,"1945635"
"0","0","0","1","0",,"https://www.tripadvisor.com/Restaurant_Review-g294207-d19935962-Reviews-Graceful_Chinese_Restaurant-Nairobi.html",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3.0154027938842773","-1.32761",,,,,,,,,,,,,,,,,,,,,,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"restaurant","Nairobi","Kenya","00502",,"Darosa Plaza, Karen Road",,"https://www.facebook.com/Graceful-Chinese-Restaurant-187652314753603/",,,,,,,"RESTAURANT",,"833",,"+254 726 265742","false","695","#695 of 1,048 places to eat in Nairobi",,"0","Darosa Plaza, Karen Road, Nairobi 00502 Kenya","Graceful Chinese Restaurant","false","Restaurants",,,"1",,"36.71741",,,"Nairobi",,,"4","",,"19935962"
"0","1","2","13","10",,"https://www.tripadvisor.com/Restaurant_Review-g294207-d1059630-Reviews-Macushla-Nairobi.html",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3.1849193572998047","-1.36414","Seating","Reservations","Outdoor Seating","Table Service",,,,,,,,,,,,,,,,,,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,,,,"Dinner","Breakfast","Lunch",,,,"European","Vegetarian Friendly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"restaurant","Nairobi","Kenya","00100",,"Karen","","http://www.macushla.biz","Dinner","Breakfast","Lunch",,,,"RESTAURANT","https://media-cdn.tripadvisor.com/media/photo-o/10/cd/ad/cd/terasse.jpg","833",,"+254 722 329863","false","241","#241 of 1,048 places to eat in Nairobi","KES 741 - KES 1,482","5","Karen, Nairobi 00100 Kenya","Macushla","false","Restaurants",,,"26","macushla@africaonline.co.ke","36.73653",,,"Nairobi","$$ - $$$","Sit down","4","",,"1059630"
"0","0","0","0","12","http://bbqkitchen.co.ke/menu-affordable-restaurants-in-nairobi/","https://www.tripadvisor.com/Restaurant_Review-g12559418-d17480343-Reviews-BBQ_Kitchen-Karen_Nairobi.html","Enjoy Delicious Meals at #BBQKitchenke. We serve fresh, halal barbecue and vegetarian dishes. We are located on Ngong Road, Karen, next to Karen Automart.",,"Africa/Nairobi","1320","660",,,,,"1320","660",,,,,"1320","660",,,,,"1320","660",,,,,"1320","660",,,,,"1320","660",,,,,"1320","660",,,,,"3.2049381732940674","-1.317177","Takeout","Delivery","Reservations","Seating","Street Parking","Free off-street parking","Digital Payments","Free Wifi","Accepts Credit Cards",,,,,,,,,,,,,"12559418","Karen","City",,"294207","Nairobi","Municipality",,"294206","Kenya","Country","Lunch","Dinner","Brunch","Late Night","Drinks",,"Indian","International","Asian","British","Arabic",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"restaurant","Karen","Kenya","00100",,"Ngong Road, Karen, Next to Karen AutoMart",,"http://bbqkitchen.co.ke","Lunch","Dinner","Brunch","Late Night","Drinks",,"RESTAURANT","https://media-cdn.tripadvisor.com/media/photo-o/18/37/0a/7f/enjoy-delicious-grilled.jpg","22",,"+254 702 008336","false","7","#7 of 29 places to eat in Karen","KES 148 - KES 2,075","40","Ngong Road, Karen, Next to Karen AutoMart, Karen, Nairobi 00100 Kenya","BBQ Kitchen","false","Restaurants",,,"12","juicybarbeque@gmail.com","36.717518",,,"Karen, Nairobi","$","Sit down","5","","Closed Now","17480343"
"0","0","0","1","0","http://siridelights.com/menu/","https://www.tripadvisor.com/Restaurant_Review-g294207-d10719160-Reviews-Siri_Delights-Nairobi.html","The Best Donuts In Town",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3.0098330974578857","-1.320529",,,,,,,,,,,,,,,,,,,,,,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,,,,,,,,,,"Fast Food",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"restaurant","Nairobi","Kenya",,,"Ngong Road, Karen Fun Park","Karen Fun Park","http://siridelights.com/",,,,,,,"RESTAURANT","https://media-cdn.tripadvisor.com/media/photo-o/0c/ac/27/38/thebestdonutsintown.jpg","833",,"+254 722 902728","false","722","#722 of 1,048 places to eat in Nairobi",,"13","Ngong Road, Karen Fun Park Karen Fun Park, Nairobi Kenya","Siri Delights","false","Bakeries",,,"1","info@siridelights.com","36.70943",,,"Nairobi",,,"4","",,"10719160"
"1","0","1","0","1",,"https://www.tripadvisor.com/Restaurant_Review-g294207-d12929051-Reviews-Le_63_Lounge_and_Restaurant-Nairobi.html",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2.975440740585327","-1.32741",,,,,,,,,,,,,,,,,,,,,,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,,,,,,,,,,"African",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"restaurant","Nairobi","Kenya",,,"Langata Road","Inside Uhuru Gardens","https://www.facebook.com/Le-63-Lounge-Restaurant-709981462461249/",,,,,,,"RESTAURANT","https://media-cdn.tripadvisor.com/media/photo-m/1280/15/7f/4b/6b/photo0jpg.jpg","833",,"+254 722 893612","false","769","#769 of 1,048 places to eat in Nairobi",,"1","Langata Road Inside Uhuru Gardens, Nairobi Kenya","Le 63 Lounge and Restaurant","false","Restaurants",,,"3","le63gardens@gmail.com","36.71744",,,"Nairobi",,,"3","",,"12929051"
"0","0","0","1","0",,"https://www.tripadvisor.com/Restaurant_Review-g294207-d12146010-Reviews-Shayana_s_Bar_and_Grill-Nairobi.html",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3.011012077331543","-1.32902",,,,,,,,,,,,,,,,,,,,,,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,,,,,,,,,,"Bar","Pub",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"restaurant","Nairobi","Kenya",,,"Karen Connection,","Lower Plains Rd","http://www.shayanas.co.ke",,,,,,,"RESTAURANT",,"833",,"+254 722 988689","false","717","#717 of 1,048 places to eat in Nairobi",,"0","Karen Connection, Lower Plains Rd, Nairobi Kenya","Shayana's Bar and Grill","false","Restaurants",,,"1",,"36.71274",,,"Nairobi",,,"4","",,"12146010"
"0","0","1","0","1",,"https://www.tripadvisor.com/Restaurant_Review-g294207-d12238422-Reviews-D_s_Place-Nairobi.html","Dsplace, a place to enjoy excellent Waffles and crêpes at The Hub Karen Mall, in Karen, Nairobi. You can also take them as Take-away for party or dessert at home.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3.027743339538574","-1.319777",,,,,,,,,,,,,,,,,,,,,,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,,,,,,,,,,"Belgian","Brew Pub","European","Pub",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"restaurant","Nairobi","Kenya",,,"Dagoretti Road","Karen","https://www.facebook.com/dsplace.karen/",,,,,,,"RESTAURANT",,"833",,"+254 701 446337","false","633","#633 of 1,048 places to eat in Nairobi","KES 44,471 - KES 222,354","0","Dagoretti Road Karen, Nairobi Kenya","D's Place","false","Coffee & Tea","Dessert",,"2","dsplace.karen@gmail.com","36.704514",,,"Nairobi","$","Café","4","",,"12238422"
