"address","addressObj/city","addressObj/country","addressObj/postalcode","addressObj/state","addressObj/street1","addressObj/street2","ancestorLocations/0/abbreviation","ancestorLocations/0/id","ancestorLocations/0/name","ancestorLocations/0/subcategory","ancestorLocations/1/abbreviation","ancestorLocations/1/id","ancestorLocations/1/name","ancestorLocations/1/subcategory","ancestorLocations/2/abbreviation","ancestorLocations/2/id","ancestorLocations/2/name","ancestorLocations/2/subcategory","category","cuisines/0","cuisines/1","cuisines/2","cuisines/3","cuisines/4","cuisines/5","cuisines/6","cuisines/7","cuisines/8","cuisines/9","cuisines/10","cuisines/11","cuisines/12","cuisines/13","cuisines/14","description","dietaryRestrictions/0","dietaryRestrictions/1","dietaryRestrictions/2","dietaryRestrictions/3","dietaryRestrictions/4","dietaryRestrictions/5","dishes/0","dishes/1","dishes/2","dishes/3","dishes/4","dishes/5","dishes/6","dishes/7","dishes/8","dishes/9","dishes/10","dishes/11","dishes/12","dishes/13","dishes/14","dishes/15","dishes/16","dishes/17","dishes/18","dishes/19","dishes/20","dishes/21","dishes/22","email","establishmentTypes/0","establishmentTypes/1","establishmentTypes/2","features/0","features/1","features/2","features/3","features/4","features/5","features/6","features/7","features/8","features/9","features/10","features/11","features/12","features/13","features/14","features/15","features/16","features/17","features/18","features/19","features/20","features/21","features/22","features/23","features/24","features/25","features/26","features/27","features/28","features/29","hours","hours/timezone","hours/weekRanges/0/0/close","hours/weekRanges/0/0/open","hours/weekRanges/0/1/close","hours/weekRanges/0/1/open","hours/weekRanges/0/2/close","hours/weekRanges/0/2/open","hours/weekRanges/1/0/close","hours/weekRanges/1/0/open","hours/weekRanges/1/1/close","hours/weekRanges/1/1/open","hours/weekRanges/1/2/close","hours/weekRanges/1/2/open","hours/weekRanges/2/0/close","hours/weekRanges/2/0/open","hours/weekRanges/2/1/close","hours/weekRanges/2/1/open","hours/weekRanges/2/2/close","hours/weekRanges/2/2/open","hours/weekRanges/3/0/close","hours/weekRanges/3/0/open","hours/weekRanges/3/1/close","hours/weekRanges/3/1/open","hours/weekRanges/3/2/close","hours/weekRanges/3/2/open","hours/weekRanges/4/0/close","hours/weekRanges/4/0/open","hours/weekRanges/4/1/close","hours/weekRanges/4/1/open","hours/weekRanges/4/2/close","hours/weekRanges/4/2/open","hours/weekRanges/5/0/close","hours/weekRanges/5/0/open","hours/weekRanges/5/1/close","hours/weekRanges/5/1/open","hours/weekRanges/5/2/close","hours/weekRanges/5/2/open","hours/weekRanges/6/0/close","hours/weekRanges/6/0/open","hours/weekRanges/6/1/close","hours/weekRanges/6/1/open","hours/weekRanges/6/2/close","hours/weekRanges/6/2/open","id","image","isClosed","isLongClosed","latitude","localAddress","localName","locationString","longitude","mealTypes/0","mealTypes/1","mealTypes/2","mealTypes/3","mealTypes/4","mealTypes/5","menuWebUrl","name","nearestMetroStations/0/address","nearestMetroStations/0/distance","nearestMetroStations/0/latitude","nearestMetroStations/0/lines/0/id","nearestMetroStations/0/lines/0/lineName","nearestMetroStations/0/lines/0/lineSymbol","nearestMetroStations/0/lines/0/systemName","nearestMetroStations/0/lines/0/systemSymbol","nearestMetroStations/0/lines/0/type","nearestMetroStations/0/localAddress","nearestMetroStations/0/localName","nearestMetroStations/0/longitude","nearestMetroStations/0/name","nearestMetroStations/1/address","nearestMetroStations/1/distance","nearestMetroStations/1/latitude","nearestMetroStations/1/lines/0/id","nearestMetroStations/1/lines/0/lineName","nearestMetroStations/1/lines/0/lineSymbol","nearestMetroStations/1/lines/0/systemName","nearestMetroStations/1/lines/0/systemSymbol","nearestMetroStations/1/lines/0/type","nearestMetroStations/1/localAddress","nearestMetroStations/1/localName","nearestMetroStations/1/longitude","nearestMetroStations/1/name","nearestMetroStations/2/address","nearestMetroStations/2/distance","nearestMetroStations/2/latitude","nearestMetroStations/2/lines/0/id","nearestMetroStations/2/lines/0/lineName","nearestMetroStations/2/lines/0/lineSymbol","nearestMetroStations/2/lines/0/systemName","nearestMetroStations/2/lines/0/systemSymbol","nearestMetroStations/2/lines/0/type","nearestMetroStations/2/localAddress","nearestMetroStations/2/localName","nearestMetroStations/2/longitude","nearestMetroStations/2/name","nearestMetroStations/3/address","nearestMetroStations/3/distance","nearestMetroStations/3/latitude","nearestMetroStations/3/lines/0/id","nearestMetroStations/3/lines/0/lineName","nearestMetroStations/3/lines/0/lineSymbol","nearestMetroStations/3/lines/0/systemName","nearestMetroStations/3/lines/0/systemSymbol","nearestMetroStations/3/lines/0/type","nearestMetroStations/3/localAddress","nearestMetroStations/3/localName","nearestMetroStations/3/longitude","nearestMetroStations/3/name","neighborhoodLocations/0/id","neighborhoodLocations/0/name","numberOfReviews","openNowText","ownersTopReasons","ownersTopReasons/sectionHeader","ownersTopReasons/sponsoredBy","ownersTopReasons/topReasons/0/header","ownersTopReasons/topReasons/0/image_url","ownersTopReasons/topReasons/0/isSearchTerm","ownersTopReasons/topReasons/0/keyword","ownersTopReasons/topReasons/0/linkText","ownersTopReasons/topReasons/0/rank","ownersTopReasons/topReasons/0/review","ownersTopReasons/topReasons/0/review/rating","ownersTopReasons/topReasons/0/review/reviewId","ownersTopReasons/topReasons/0/review/screenName","ownersTopReasons/topReasons/0/text","ownersTopReasons/topReasons/1/header","ownersTopReasons/topReasons/1/image_url","ownersTopReasons/topReasons/1/isSearchTerm","ownersTopReasons/topReasons/1/keyword","ownersTopReasons/topReasons/1/linkText","ownersTopReasons/topReasons/1/rank","ownersTopReasons/topReasons/1/review","ownersTopReasons/topReasons/1/review/rating","ownersTopReasons/topReasons/1/review/reviewId","ownersTopReasons/topReasons/1/review/screenName","ownersTopReasons/topReasons/1/text","ownersTopReasons/topReasons/2/header","ownersTopReasons/topReasons/2/image_url","ownersTopReasons/topReasons/2/isSearchTerm","ownersTopReasons/topReasons/2/keyword","ownersTopReasons/topReasons/2/linkText","ownersTopReasons/topReasons/2/rank","ownersTopReasons/topReasons/2/review","ownersTopReasons/topReasons/2/review/rating","ownersTopReasons/topReasons/2/review/reviewId","ownersTopReasons/topReasons/2/review/screenName","ownersTopReasons/topReasons/2/text","phone","photoCount","priceLevel","priceRange","rankingDenominator","rankingPosition","rankingString","rating","ratingHistogram/count1","ratingHistogram/count2","ratingHistogram/count3","ratingHistogram/count4","ratingHistogram/count5","rawRanking","subcategories/0","type","webUrl","website"
"Chiromo Road Villa Rosa Kempinski, Nairobi 00800 Kenya","Nairobi","Kenya","00800",,"Chiromo Road","Villa Rosa Kempinski",,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,,,,"restaurant","Chinese","Vegan Options","Vegetarian Friendly",,,,,,,,,,,,,"Chef Wu is firing up our kitchen as Chef de cuisine, at 88 Lounge and Restaurant. We’re letting his gastronomic artistry tell us a story or two about being in the restaurant industry since the age of 15, and savouring the flamboyant flavours of Sichuan. We’ll let you work out the rest about the best, that is Chef Wu. We look forward to hosting you at 88 Lounge and Restaurant.","Dinner",,,,,,"Tempura","Salad","Curry","Prawns",,,,,,,,,,,,,,,,,,,,"dining.villarosa@kempinski.com","Restaurants",,,"Reservations","Seating","Serves Alcohol","Takeout","Wheelchair Accessible",,,,,,,,,,,,,,,,,,,,,,,,,,,"Africa/Nairobi","1350","1050",,,,,,,,,,,"1350","1050",,,,,"1350","1050",,,,,"1350","1050",,,,,"1350","1050",,,,,"1350","1050",,,,,"8413239","https://media-cdn.tripadvisor.com/media/photo-o/0a/c5/bc/77/88-restaurant.jpg","false","false","-1.27176",,"","Nairobi","36.8087","Dinner",,,,,,,"88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"50","Open Now",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"+254 20 3603000","11","$$$$",,"833","141","#141 of 1,048 places to eat in Nairobi","4","1","1","9","20","19","3.325134754180908",,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g294207-d8413239-Reviews-88-Nairobi.html","http://www.kempinski.com/en/nairobi/hotel-villa-rosa/dining/restaurants/88/"
"Muthangari Drive Opposite West End Towers, Nairobi Kenya","Nairobi","Kenya",,,"Muthangari Drive","Opposite West End Towers",,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,,,,"restaurant","African","Bar","Pub","Vegetarian Friendly",,,,,,,,,,,,,"Lunch","Dinner","Brunch",,,,"Fish","Pork",,,,,,,,,,,,,,,,,,,,,,,"Restaurants",,,"Takeout","Reservations","Outdoor Seating","Seating","Highchairs Available","Table Service",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9755616","https://media-cdn.tripadvisor.com/media/photo-o/0f/8a/1e/fb/photo1jpg.jpg","false","false","-1.26013",,"","Nairobi","36.78178","Lunch","Dinner","Brunch",,,,,"The Manor 540",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"+254 720 314995","14","$$ - $$$",,"832","138","#138 of 1,048 places to eat in Nairobi","4.5","3","1","3","13","30","3.3362784385681152",,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g294207-d9755616-Reviews-The_Manor_540-Nairobi.html","http://www.facebook.com/The-Manor-540-1572061169721018/info/"
"Jabavu road, Nairobi Kenya","Nairobi","Kenya",,,"Jabavu road",,,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,,,,"restaurant","African","Cafe","Barbecue","Diner","Arabic",,,,,,,,,,,,"Breakfast","Lunch","Dinner","Drinks",,,,,,,,,,,,,,,,,,,,,,,,,,,"Restaurants",,,"Delivery","Takeout","Reservations","Outdoor Seating","Buffet","Parking Available","Accepts American Express","Accepts Mastercard","Accepts Visa","Free Wifi","Accepts Discover","Accepts Credit Cards","Non-smoking restaurants",,,,,,,,,,,,,,,,,,,"Africa/Nairobi","1320","420",,,,,"1320","420",,,,,"1320","420",,,,,"1320","420",,,,,"1320","420",,,,,"1320","420",,,,,"1320","420",,,,,"26353093","https://media-cdn.tripadvisor.com/media/photo-m/1280/29/c1/4b/ca/maa-s-signature-restaurant.jpg","false","false","-1.292025",,"","Nairobi","36.795277","Breakfast","Lunch","Dinner","Drinks",,,,"Fez Restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10","Open Now",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"+254 716 942222","1",,,"832","149","#149 of 1,048 places to eat in Nairobi","5","0","0","0","1","9","3.3104469776153564",,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g294207-d26353093-Reviews-Fez_Restaurant-Nairobi.html",
"Bishops Raod In the Fairview Hotel, Nairobi Kenya","Nairobi","Kenya",,,"Bishops Raod","In the Fairview Hotel",,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,,,,"restaurant","Steakhouse","Bar","International","Pub",,,,,,,,,,,,"Pwani Pool Restaurant offers charcoal grilled delights of beef, chicken and fish. There is also a band on selected days as you unwind by the pool in the evening.","Lunch","Dinner","Breakfast","Drinks",,,"Burger",,,,,,,,,,,,,,,,,,,,,,,"fbanqueting@clhg.com","Restaurants",,,"Reservations","Outdoor Seating","Seating","Serves Alcohol","Television","Wheelchair Accessible","Free Wifi","Accepts Credit Cards",,,,,,,,,,,,,,,,,,,,,,,,"Africa/Nairobi",,,,,,,"1200","420",,,,,"1200","420",,,,,"1200","420",,,,,"1200","420",,,,,"1200","420",,,,,,,,,,,"4433502","https://media-cdn.tripadvisor.com/media/photo-m/1280/19/30/cc/67/pwani-at-the-fairview.jpg","false","false","-1.29216",,"","Nairobi","36.810493","Lunch","Dinner","Breakfast","Drinks",,,,"Pwani pool restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20484494","Upper Hill Estate","57","Closed Now",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"+254 20 2881000","16","$$ - $$$","$3,000 - $5,000","832","145","#145 of 1,048 places to eat in Nairobi","4","1","0","12","26","18","3.3148069381713867","Sit down","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g294207-d4433502-Reviews-Pwani_pool_restaurant-Nairobi.html","http://www.clhg.com"
"Dagaoretti Corner Junction Mall, Nairobi Kenya","Nairobi","Kenya",,,"Dagaoretti Corner","Junction Mall",,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,,,,"restaurant","Cafe","International","Mediterranean","European","Vegetarian Friendly",,,,,,,,,,,,"Breakfast","Lunch","Dinner","Brunch","Late Night",,"Salad",,,,,,,,,,,,,,,,,,,,,,,,"Restaurants",,,"Seating","Delivery","Takeout","Outdoor Seating","Highchairs Available","Wheelchair Accessible","Serves Alcohol",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3971422","https://media-cdn.tripadvisor.com/media/photo-o/06/79/1d/10/artcaffe.jpg","false","false","-1.258765",,"","Nairobi","36.80552","Breakfast","Lunch","Dinner","Brunch","Late Night",,"http://www.artcaffe.co.ke/menu/","Artcaffe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"74",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"+254 20 3741197","39","$$ - $$$",,"832","133","#133 of 1,048 places to eat in Nairobi","4","1","3","13","35","22","3.3525266647338867","Sit down","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g294207-d3971422-Reviews-Artcaffe-Nairobi.html","http://artcaffe.co.ke"
"Parklands Road Westlands, Nairobi 00800 Kenya","Nairobi","Kenya","00800",,"Parklands Road","Westlands",,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,,,,"restaurant","Bar","Indian","Cafe","Pub",,,,,,,,,,,,"The Alchemist Bar is a collective of local and global entrepreneurs in food, fashion, music, and art. We are an outdoor venue in the heart of Westlands, Nairobi and host a wide variety of events on a nightly basis. Whether you're looking for a wide range of food selections, a place to chill and have a Tusker, or a fantastic night out with hip hop or afrohouse music, we got you covered!","Lunch","Dinner","Breakfast","Late Night","Drinks",,"Burger","Wings",,,,,,,,,,,,,,,,,,,,,,"info@alchemist254.com","Restaurants",,,"Outdoor Seating","Seating","Serves Alcohol","Full Bar","Accepts Credit Cards","Wine and Beer",,,,,,,,,,,,,,,,,,,,,,,,,,"Africa/Nairobi","1440","720",,,,,,,,,,,"1440","720",,,,,"1440","720",,,,,"1440","720",,,,,"1440","720",,,,,"1440","720",,,,,"10290440","https://media-cdn.tripadvisor.com/media/photo-m/1280/16/a7/84/ed/flea-market-on-the-first.jpg","false","false","-1.262589",,"","Nairobi","36.803825","Lunch","Dinner","Breakfast","Late Night","Drinks",,,"The Alchemist Bar",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"74","Open Now",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"+254 777 779055","45","$$ - $$$",,"832","142","#142 of 1,048 places to eat in Nairobi","4","7","1","9","30","27","3.32442045211792","Fast food","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g294207-d10290440-Reviews-The_Alchemist_Bar-Nairobi.html","http://www.alchemist254.com"
"Westage Mall Galleria Mall. Karen, Two Rivers Mall, Nairobi Kenya","Nairobi","Kenya",,,"Westage Mall","Galleria Mall. Karen, Two Rivers Mall",,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,,,,"restaurant","Bar","American",,,,,,,,,,,,,,,"Lunch","Dinner","Brunch",,,,"Cheeseburger","Burger","Salad","Wings","Chili","Beef","Lamb",,,,,,,,,,,,,,,,,,"Restaurants",,,"Delivery","Takeout","Seating","Television","Highchairs Available","Wheelchair Accessible","Serves Alcohol","Full Bar","Free Wifi","Parking Available",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4093303","https://media-cdn.tripadvisor.com/media/photo-o/0f/83/79/55/caption.jpg","false","false","-1.257051",,"","Nairobi","36.80298","Lunch","Dinner","Brunch",,,,,"Urban Gourmet Burgers",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"157",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"+254 20 3746172","64","$$ - $$$",,"832","140","#140 of 1,048 places to eat in Nairobi","4","21","5","17","56","58","3.3301284313201904","Sit down","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g294207-d4093303-Reviews-Urban_Gourmet_Burgers-Nairobi.html","https://www.facebook.com/urbanburgers"
"Lenana Road, Nairobi Kenya","Nairobi","Kenya","",,"Lenana Road","",,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,,,,"restaurant","Italian","Pizza","Mediterranean","European","Vegetarian Friendly","Vegan Options",,,,,,,,,,"Osteria provides the best Italian food in Nairobi. In addition to their stunning chain of restaurants, Osteria also delivers to locations in Nairobi. The launch of Osteria takeaway in the city has received a warm welcome. The Osteria del Chianti restaurant menu is by many considered the best Italian in the region. With the launch of Osteria Warwick in Gigiri this year, Osteria now offers Sushi and Teppanyaki, arguably some of the the best Japanese food in the country. Visit us today for a slice of Italy.","Lunch","Dinner","Late Night",,,,"Lasagne","Shrimp","Salad","Lamb chops","Risotto","Tiramisu","Focaccia","Gelato","Lamb","Ossobuco","Pesto","Fish",,,,,,,,,,,,"info@osteriadelchianti.com","Restaurants",,,"Delivery","Takeout","Reservations","Outdoor Seating","Seating","Parking Available","Highchairs Available","Wheelchair Accessible","Serves Alcohol","Full Bar","Live Music",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1082559","https://media-cdn.tripadvisor.com/media/photo-o/04/1b/6a/2e/osteria-del-chianti.jpg","false","false","-1.288844",,"","Nairobi","36.790054","Lunch","Dinner","Late Night",,,,,"Osteria del Chianti",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"334",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"+254 724 277332","76","$$ - $$$",,"832","131","#131 of 1,048 places to eat in Nairobi","3.5","36","31","47","117","103","3.3621420860290527","Sit down","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g294207-d1082559-Reviews-Osteria_del_Chianti-Nairobi.html","http://www.osteriadelchianti.com"
"PQFQ+42, Kandara Rd, Nairobi 00100 Kenya","Nairobi","Kenya","00100",,"PQFQ+42, Kandara Rd",,,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,,,,"restaurant","Steakhouse","Barbecue","Grill","Diner","Wine Bar",,,,,,,,,,,"You come to Nana Inkiri and find a unique space within Nairobi Kenya, We are a unique space, allowing travelers and locals to have a stop and attend to work in our co-working space, enjoy a meal in our steak house and take down some wines in a cozy and social space for the evenings. Come find out, we make it feel like home but that all of us can share.","Breakfast","Lunch","Dinner","Late Night",,,,,,,,,,,,,,,,,,,,,,,,,,"steveserria@gmail.com","Restaurants",,,"Delivery","Reservations","Outdoor Seating","Private Dining","Seating","Parking Available","Television","Wine and Beer","Digital Payments","Free Wifi","Accepts Credit Cards","Table Service","Jazz Bar","Family style","Gift Cards Available",,,,,,,,,,,,,,,,,"Africa/Nairobi","1350","600",,,,,"1350","630",,,,,"1350","630",,,,,"1350","630",,,,,"1350","630",,,,,"1380","600",,,,,"1380","600",,,,,"25147579","https://media-cdn.tripadvisor.com/media/photo-o/27/8f/2d/2e/exterior-view-of-nana.jpg","false","false","-1.279066",,"","Nairobi","36.7777","Breakfast","Lunch","Dinner","Late Night",,,"http://nanainkiri.com/menu-nana-inkiri/","Nana Inkiri",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"21","Open Now",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"+254 716 458811","18","$$ - $$$","$8 - $70","832","134","#134 of 1,048 places to eat in Nairobi","4.5","1","1","0","3","16","3.352170944213867","Sit down","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g294207-d25147579-Reviews-Nana_Inkiri-Nairobi.html","http://nanainkiri.com"
"Karen Crossroads Mall on the 1st Floor, Nairobi 00200 Kenya","Nairobi","Kenya","00200",,,"Karen Crossroads Mall on the 1st Floor",,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,,,,"restaurant","Indian","Vegetarian Friendly","Vegan Options",,,,,,,,,,,,,"Open House Karen is a restaurant specializing in Indian cuisine. We have a staff of chefs with vast experience and exquisite taste in the preparation of our culinary delights. We use raw materials of the highest quality and strive to provide the best service to make your experience in our restaurant unique.","Dinner","Drinks","Lunch",,,,,,,,,,,,,,,,,,,,,,,,,,,"openhousekaren@gmail.com","Restaurants",,,"Gift Cards Available","Takeout","Reservations","Seating","Parking Available","Full Bar","Accepts American Express","Accepts Mastercard","Accepts Visa","Digital Payments","Accepts Discover","Table Service","Delivery","Serves Alcohol",,,,,,,,,,,,,,,,,,"Africa/Nairobi","1260","690",,,,,"1260","690",,,,,"1260","690",,,,,"1260","690",,,,,"1260","690",,,,,"1260","690",,,,,"1260","690",,,,,"11894216","https://media-cdn.tripadvisor.com/media/photo-o/10/a7/6d/bf/tasty.jpg","false","false","-1.323313",,"","Nairobi","36.707882","Dinner","Drinks","Lunch",,,,"http://openhousekaren.co.ke/index.php/foodmenu/","Open House Karen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"53","Closed Now",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"+254 725 585175","30","$$ - $$$",,"832","130","#130 of 1,048 places to eat in Nairobi","4.5","1","3","1","21","27","3.388334274291992",,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g294207-d11894216-Reviews-Open_House_Karen-Nairobi.html","http://www.openhousekaren.co.ke"
"Limuru Road Village Market, Nairobi Kenya","Nairobi","Kenya","",,"Limuru Road","Village Market",,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,,,,"restaurant","Cafe","European","Vegetarian Friendly","Vegan Options",,,,,,,,,,,,,"Breakfast","Lunch","Brunch","Dinner","Late Night",,"Sandwiches","Pasta","Burger","Salad","Pesto",,,,,,,,,,,,,,,,,,,,"Restaurants",,,"Delivery","Takeout","Outdoor Seating","Seating","Serves Alcohol","Reservations","Wheelchair Accessible",,,,,,,,,,,,,,,,,,,,,,,,,"Africa/Nairobi","1440","450",,,,,"1440","450",,,,,"1440","450",,,,,"1440","450",,,,,"1440","450",,,,,"1440","450",,,,,"1440","450",,,,,"2287737","https://media-cdn.tripadvisor.com/media/photo-o/05/a3/2d/94/artcaffe.jpg","false","false","-1.23505",,"","Nairobi","36.80421","Breakfast","Lunch","Brunch","Dinner","Late Night",,,"Artcaffe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20484492","Highridge","141","Open Now",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10","$$ - $$$",,"832","137","#137 of 1,048 places to eat in Nairobi","4","15","7","18","55","46","3.33780837059021","Sit down","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g294207-d2287737-Reviews-Artcaffe-Nairobi.html",
"Galana Road 2nd Floor, Galana Plaza, 00100 Kenya",,"Kenya","00100",,"Galana Road","2nd Floor, Galana Plaza",,"3688711","Nairobi Region","District",,"294206","Kenya","Country",,,,,"restaurant","French","Seafood","Mediterranean","Contemporary","Wine Bar","Vegetarian Friendly","Vegan Options",,,,,,,,,"Five Senses Restaurant, a family-run French fine dining restaurant serves delightful food in the nature of haute cuisine. The restaurant is on 2nd Floor, Galana Plaza Building,Kilimani Area of Nairobi, a short distance from Yaya Centre Mall. The restaurant's contemporary décor of coral stone-clad pillars, natural plants, and indoor pergola gives an outdoor feel while thoughtfully placed artistic pieces, soft jazz playing in the back ground fosters guests' intimate and lively conversation over Chef Kim’s mouth-watering dishes served by attentive staff. When you can not visit Five Senses Restaurant, Chef Kimani has created healthy, convenient and reasonably priced Take Out food which can be delivered or taken away. In addition, Chef Kimani has created a Tasting Menu that introduces guests to less common menu items with the aim creating experiences for guests. The Tasting Menu is prepared on prior arrangement and can be paired with wine.Please visit https://5senses.co.ke/ for more info.","Lunch","Dinner","Drinks",,,,"Lamb",,,,,,,,,,,,,,,,,,,,,,,"reservations@5senses.co.ke","Restaurants",,,"Reservations","Seating","Takeout","Private Dining","Parking Available","Highchairs Available","Wheelchair Accessible","Full Bar","Wine and Beer","Digital Payments","Free Wifi","Accepts Credit Cards","Live Music","Family style","Non-smoking restaurants","Gift Cards Available",,,,,,,,,,,,,,,,"Africa/Nairobi",,,,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"15118132","https://media-cdn.tripadvisor.com/media/photo-m/1280/28/15/bb/fd/jumbo-prawn-lime-and.jpg","false","false","-1.29182",,"","Nairobi Region","36.783287","Lunch","Dinner","Drinks",,,,"https://mastertaag.com/fivesensesrestaurant/menu","Five Senses Restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"32","Open Now",,"Top 3 Reasons to Eat Here","Sponsored by: Five Senses Restaurant","Wow!","https://media-cdn.tripadvisor.com/media/photo-s/22/76/c5/01/nile-perch-served-with.jpg","false","decadent","Read review","1",,"5","833949253","robertwV8066BX","Decadent, delicious food, ","Amazing Food!","https://media-cdn.tripadvisor.com/media/photo-s/1a/13/8c/16/wine-decantation.jpg","true","Amazing Food!","Read review","2",,"5","826712617","Q2171IJDMG","Best cheese cake in Kenya! The chef is a true artist. Fine wine list,","Five Senses indeed!","https://media-cdn.tripadvisor.com/media/photo-s/21/6b/f3/f5/lovely-ambiance-private.jpg","true","Five Senses indeed!","Read review","3",,"5","836102539","lavynne","Would definitely recommend if you’re looking to try a new place","+254 743 274375","112","$$ - $$$","$35 - $150","4","1","#1 of 6 places to eat in Nairobi Region","4.5","0","4","1","2","25","3.3692915439605713","Sit down","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g3688711-d15118132-Reviews-Five_Senses_Restaurant-Nairobi_Region.html","http://www.5senses.co.ke/"
